Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Type,release_date_parsed,Korea,Title_Korea,Type_New
Are You Human: Season 1 // 너도 인간이니: 시즌 1,No,2023-04-07,77800000.0,3433.0,7.5,"Comedy, Romance",discovery,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they&apos;re on a journey to adventure.",TV Show,2023-04-07,1,너도 인간이니: 시즌 1,TV Show
The Treacherous // 간신,No,2022-10-20,15900000.0,1511.0,7.5,Comedy,"congo,civil war,1960s,timeframe 1960s,decolonization of africa",Discover the special bond -- and uncommon competitive spirit -- shared by the world&apos;s Rubik&apos;s Cube-solving record breakers in this documentary.,Movie,2022-10-20,1,간신,Movie
No Mercy // 언니,No,2021-09-29,8100000.0,3881.0,7.5,"Comedy, Drama, Family","samurai,based on manga,one against many,katana,revenge",Feminists: What Were They Thinking? takes aim at our current culture revealing all too vividly the urgent need for continued change.,Movie,2021-09-29,1,언니,Movie
Tasty Guys: 2018-2019 // 맛있는 녀석들: 시즌 2018-2019,No,2020-05-29,7000000.0,43540.0,7.5,"Crime, Drama, Thriller",music documentary,Comedy to discuss real-world topics. Exploring an array of topics ranging from pop culture and social issues to the black experience.,Movie,2020-05-29,1,맛있는 녀석들: 시즌 2018-2019,TV Show
My First First Love: Season 1 // 첫사랑은 처음이라서: 시즌 1,Yes,2022-04-01,4100000.0,69.0,7.5,"Adventure, Comedy, Drama","based on tv series,based on anime,mecha,robot,gundam","A couple&apos;s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams.",TV Show,2022-04-01,1,첫사랑은 처음이라서: 시즌 1,TV Show
Doctor Stranger: Season 1 // 닥터 이방인: Season 1,No,2020-11-20,3200000.0,41.0,7.5,"Crime, Drama","based on tv series,family business,wedding,house,secret","In the wake of King Edward&apos;s death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",TV Show,2020-11-20,1,닥터 이방인: Season 1,Movie
The Admiral: Roaring Currents // 명량,No,2018-06-14,2600000.0,14796.0,7.5,Reality-TV,"tragedy drama,sitcom comedy","Fonda and Redford star as Addie Moore and Louis Waters, a widow and widower who&apos;ve lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neigh...",Movie,2018-06-14,1,명량,Movie
Kill Me Heal Me: Season 1 // 킬미힐미: 시즌1,No,2020-03-11,2500000.0,10104.0,7.5,"Action, Adventure, Comedy",death,Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain&apos;s best amateur baker.,TV Show,2020-03-11,1,킬미힐미: 시즌1,TV Show
Tayo The Little Bus: Season 4 // 꼬마버스 타요: 시즌4,No,2021-10-22,1100000.0,156.0,7.5,"Biography, Drama, Romance","couple,village,love,secret,life",Luffy and his gang finds out about and joins the death race DeadEnd and the ex-marine Gasparde and the bounty hunter Shuraiya clash as the conspiracy of the race unfolds.,TV Show,2021-10-22,1,꼬마버스 타요: 시즌4,TV Show
Switch // 스위치,No,2022-07-28,800000.0,74403.0,7.5,"Crime, Drama","dinosaur,jurassic park,pink haired girl,computer animation,black haired girl",Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,Movie,2022-07-28,1,스위치,Movie
Partners for Justice: Season 2 // 검법남녀: 시즌2,No,2018-01-01,800000.0,284.0,7.5,Reality-TV,"horse,cgi animation,wild horse,female protagonist,brown haired girl","Sold at a brothel deep in the woods to work as a caretaker, a hapless deaf girl must summon the courage to fight for her life.",TV Show,2018-01-01,1,검법남녀: 시즌2,TV Show
Playful Kiss: Season 1 // 장난스런 키스: 시즌 1,No,2021-02-14,600000.0,30419.0,7.5,Drama,"isolation,quarantine,behind the scenes,youtube,mental illness",The lives of the Chinle High School boys&apos; basketball team based on the Navajo Nation reservation in Arizona.,TV Show,2021-02-14,1,장난스런 키스: 시즌 1,TV Show
Hidden // 히든,No,2019-09-20,400000.0,5518.0,7.5,Short,"tv special,stand up comedy,stand up comedy special",The boys head to Ireland after winning a contest to see Rush but are arrested by immigration and must perform a community service puppet show.,Movie,2019-09-20,1,히든,Movie
Wonderful Nightmare // 미쓰 와이프,No,2018-02-06,100000.0,284.0,7.5,"Action, Drama, History","extramarital affair,infidelity,cheating husband,tryst,abusive husband","Get a taste of the most beloved bites on American streets and, along the way, discover the heart, soul and wildly diverse real people behind the food.",Movie,2018-02-06,1,미쓰 와이프,Movie
2020 Trot Awards // 2020 트롯 어워즈,No,2018-04-20,100000.0,6282.0,7.5,"Documentary, Crime","murder,tv mini series,crime documentary","Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",Movie,2018-04-20,1,2020 트롯 어워즈,Movie
Familyhood // 굿바이 싱글,No,0,0.0,46544.0,7.5,"Animation, Comedy, Drama",0,Nothing is off limits as Jimmy Carr serves up the best jokes from his storied stand-up career in a special that&apos;s as inappropriate as it is hilarious.,Movie,,1,굿바이 싱글,Movie
Sympathy for Mr. Vengeance // 복수는 나의 것,No,0,0.0,282.0,7.5,"Comedy, Drama, Musical",0,"So White flees from the wicked Queenie, wins over the thugs from Murder Inc. and meets her overrated Prince Chawmin&apos;.",Movie,,1,복수는 나의 것,Movie
The Book of Fish // 자산어보,No,0,0.0,2663.0,7.5,Drama,0,Four teenagers are recruited by an AI to help protect both cyberspace and the real world.,Movie,,1,자산어보,Movie
Doomed Marriage: 2021 // 다시 뜨거워지고 싶은 애로부부: 2021,No,2022-02-12,33800000.0,3591.0,7.4,"Documentary, Biography, Music","master,diy,home makeover reality tv,lifestyle reality tv,non fiction","When best selling author Carl Black moves his family back to his childhood home, he must team up with oddball neighbors to do battle with a pimp, who may or may not be an actual vampire.",Movie,2022-02-12,1,다시 뜨거워지고 싶은 애로부부: 2021,Movie
Summer Strike // 아무것도 하고 싶지 않아,No,2023-06-06,8400000.0,10952.0,7.4,"Animation, Action, Adventure","social documentary,economy","Double Di Trouble is a Punjabi movie directed by Smeep Kang and is based on Comedy of Errors, Shakespeare&apos;s well-known play, takes a Desi avatar when father-son pair discover their mirror images in a different city. The riot of la...",Movie,2023-06-06,1,아무것도 하고 싶지 않아,Movie
Yong Pal: Season 1 // 용팔이: 시즌 1,No,2022-10-07,6900000.0,4402.0,7.4,Documentary,"girl,dramedy,f word,basketball,career","Kevin James is back with a new stand-up special dishing on parenting, allergies, his fans, and more.",TV Show,2022-10-07,1,용팔이: 시즌 1,TV Show
Next Door // 옆집사람,No,2020-09-11,6400000.0,10409.0,7.4,Comedy,"depravity,masked man,giant,clown face,axe",It&apos;s the Jonas Brothers like you&apos;ve never seen them before - getting a roasting they&apos;ll never forget.,Movie,2020-09-11,1,옆집사람,Movie
You Are My Spring: Season 1 // 너는 나의 봄: 시즌 1,Yes,2021-03-10,3500000.0,24705.0,7.4,"Drama, Thriller","swimming,baby,narration","In his final comedy special, Norm Macdonald ponders casinos, cannibalism, living wills and why you have to be ready for whatever life throws your way.",TV Show,2021-03-10,1,너는 나의 봄: 시즌 1,TV Show
Moss // 이끼,No,2020-01-11,3300000.0,20747.0,7.4,"Action, Crime, Drama","friendship,friend,male male friendship,hot tub,assisted suicide",A boy sets out on a quest to save his ill mother by searching for a mythic figure said to have magical healing powers.,Movie,2020-01-11,1,이끼,Movie
Ask Us Anything Fortune Teller: 2023 // 무엇이든 물어보살: 2023,No,2021-06-03,2200000.0,123851.0,7.4,"Crime, Drama, Thriller","father,mother,child,children,life","When Ivy discovers the school bathroom is haunted, Bean helps Ivy to harness her powers. With the help of their classmates, Ivy and Bean orchestrate a ritual that will free the ghosts, save the school, and also mess up Nancy&apos;s day.",Movie,2021-06-03,1,무엇이든 물어보살: 2023,Movie
The Cursed: Dead Man's Prey // 방법: 재차의,No,2021-03-10,1800000.0,10306.0,7.4,"Musical, Short","low budget,male lead,heterosexual relationship,number in title","Ada Twist, a young scientist who will explore helping people through scientific discovery, collaboration and friendship.",Movie,2021-03-10,1,방법: 재차의,Movie
Missing: The Other Side 2 // 미씽: 그들이 있었다 2,No,2018-10-02,1000000.0,1535.0,7.4,Comedy,"troy,male rear nudity,cultural appropriation,siege,deception","Follows a matchmaker who believes marriage is for everyone except herself, and a successful divorce lawyer with a secret, who cross paths, and explores if opposites coexist or attract.",Movie,2018-10-02,1,미씽: 그들이 있었다 2,Movie
The Moon Embracing the Sun: Season 1 // 해를 품은 달: 시즌 1,No,2020-09-15,900000.0,5367.0,7.4,Comedy,"divorce,party,fourth of july,chocolate,written and directed by cast member","After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",TV Show,2020-09-15,1,해를 품은 달: 시즌 1,TV Show
Mission: Possible // 미션 파서블,No,2019-06-13,700000.0,4402.0,7.4,"Animation, Adventure, Comedy","social documentary,economy","During a pro basketball lockout, a sports agent pitches a rookie basketball client on an intriguing and controversial business proposition.",Movie,2019-06-13,1,미션 파서블,Movie
Mister Trot: The Call Center of Love: 2020 // 신청곡을 불러드립니다 - 사랑의 콜센타: 2020,No,2019-09-13,700000.0,4772.0,7.4,"Animation, Adventure, Comedy","vitaphone melody master,melody master series,pawn shop,night watchman,toy comes to life","Mr. Christmas, a veteran in the interior design industry with a healthy obsession with the holiday season, takes you behind the scenes as he puts his design expertise and vast Christmas collection to good use.",Movie,2019-09-13,1,신청곡을 불러드립니다 - 사랑의 콜센타: 2020,Movie
TV Kindergarten I can do it with Kkoya: Season 1 // TV유치원 꼬야랑 할거야: 시즌1,No,2018-05-22,200000.0,5367.0,7.4,"Short, Comedy","anime,disaster,survival,earthquake,disaster film","After getting blamed for spoiling Christmas, the richest kid in the world wishes he&apos;d never been born.",TV Show,2018-05-22,1,TV유치원 꼬야랑 할거야: 시즌1,TV Show
Change Days: Season 2 // 체인지데이즈: 시즌2,Yes,2020-04-01,100000.0,44.0,7.4,"Action, Crime, Thriller","tv special,stand up comedy,stand up comedy special",Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,TV Show,2020-04-01,1,체인지데이즈: 시즌2,TV Show
Hide and Seek // 숨바꼭질,No,0,0.0,62493.0,7.4,"Game-Show, Reality-TV",0,"One day, Jean-Louis discovers that his heart has stopped. He is not dead, can walk and talk, but his heart is no longer beating. With the help of his wife and a friend, he tries to understand the origin of this mystery.",Movie,,1,숨바꼭질,Movie
Rules of Dating // 연애의 목적,No,0,0.0,71.0,7.4,"Drama, Romance",0,"Aggressively pursued by a politician&apos;s daughter who will do anything to marry him, a small-town man takes drastic measures to reclaim his life.",Movie,,1,연애의 목적,Movie
Save the Green Planet! // 지구를 지켜라!,No,0,0.0,4772.0,7.4,"Drama, Romance",0,"Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.",Movie,,1,지구를 지켜라!,Movie
The Sound of Your Heart: Reboot: Season 2 // 마음의 소리: Reboot: 시즌 2,Yes,0,0.0,12918.0,7.4,Comedy,0,"In the heart of America&apos;s opioid epidemic, four men attempt to reinvent their lives and reenter society sober after years of drug abuse. Recovery Boys, from Academy Award nominated director Elaine McMillion Sheldon (Heroin(e)), is...",TV Show,,1,마음의 소리: Reboot: 시즌 2,TV Show
Bravo! Wonder Cards: Season 4 // 최고다! 호기심딱지: 시즌 4,No,2022-12-18,41100000.0,7482.0,7.3,Comedy,"superhero,superhero action","Christmas in the Nolan household isn&apos;t what it used to be. On a last minute shopping trip with Dad, the family enters an enchanted store only to discover a dazzling snow globe with magical powers.",TV Show,2022-12-18,1,최고다! 호기심딱지: 시즌 4,TV Show
Celebrity: Limited Series // 셀러브리티: 리미티드 시리즈,Yes,2018-07-03,32700000.0,5524.0,7.3,"Animation, Adventure, Comedy","domestic drama,criminal,mother son relationship,black american,african american","A Containment team, lead by the reckless Lt. Brantner, is tasked to find & terminate Lt. Drake Morris, a disgraced solider and mentor of Brantners who has gone rogue and in-hiding somewhere in the post-apocalyptic wasteland.",Movie,2018-07-03,1,셀러브리티: 리미티드 시리즈,TV Show
Ordinary People // 동네사람들,No,2023-01-11,21700000.0,1017.0,7.3,Drama,"lemur,anthropomorphic animal,talking animal,computer animation,four word series title","While examining the influence of the fast food industry, Morgan Spurlock personally explores the consequences on his health of a diet of solely McDonald&apos;s food for one month.",Movie,2023-01-11,1,동네사람들,Movie
One Ordinary Day: Season 1 // 어느 날: 시즌 1,No,2022-11-23,16500000.0,6127.0,7.3,"Documentary, Crime","song in title,based on real person,1990s,father son relationship,male protagonist","A young intern is drafted and placed in the Army Medical Corps as a buck private and is none too happy about it. Injured, he is placed in the hospital, and a Major comes by and explains how army doctors make important advances in ...",TV Show,2022-11-23,1,어느 날: 시즌 1,TV Show
